Title,Body
Need a Ride to Indy Airport on Friday Morning,"​Hi
everybody,
I am looking for a ride to Indy Airport on Friday morning about 6am. My flight departs at 8:55. I have one big piece of luggage and I am willing to pay for the ride. If there is someone who can give me a ride, plz contact me at
winkelf@rose-hulman.edu

Thanks!
Felix"
Ride to Indy airport,"​Hi
everybody,
I
am looking for a ride to Indy Airport on Sunday morning or saturday afternoon. My flight
departs at 8:00 am. i don't have big luggage with me and i am willing to pay for
the ride. If there is someone who can give me a ride, plz contact me at
zhengj@rose-hulman.edu

Thank you!
Jiusan Zheng"
FOUND: USB Drive,Please stop by Student Affairs to describe and claim.
Looking for ride to Indy on Friday,"My flight leaves 4.15 pm from Indy on Friday, and my last
class ends at 12.35, so I would like to leave any time after that, around 2.00
at the latest. I will pay $15 for the ride."
IPHONE FOUND IN LIBRARY,"AF157B81408B44CD8A3B8A85915A6169 p.MsoNormal, AF157B81408B44CD8A3B8A85915A6169 li.MsoNormal, AF157B81408B44CD8A3B8A85915A6169 div.MsoNormal {
margin:0in;
margin-bottom:.0001pt;
font-size:11.0pt;
font-family:""Calibri"",""sans-serif"";
}

AF157B81408B44CD8A3B8A85915A6169 a:link, AF157B81408B44CD8A3B8A85915A6169 span.MsoHyperlink {
color:blue;
text-decoration:underline;
}

AF157B81408B44CD8A3B8A85915A6169 span.MsoHyperlinkFollowed {
color:purple;
text-decoration:underline;
}

AF157B81408B44CD8A3B8A85915A6169 p.MsoAcetate, AF157B81408B44CD8A3B8A85915A6169 li.MsoAcetate, AF157B81408B44CD8A3B8A85915A6169 div.MsoAcetate {
margin:0in;
margin-bottom:.0001pt;
font-size:8.0pt;
font-family:""Tahoma"",""sans-serif"";
}

AF157B81408B44CD8A3B8A85915A6169 span.EmailStyle17 {
font-family:""Calibri"",""sans-serif"";
color:windowtext;
}

AF157B81408B44CD8A3B8A85915A6169 span.BalloonTextChar {
font-family:""Tahoma"",""sans-serif"";
}

AF157B81408B44CD8A3B8A85915A6169 .MsoChpDefault {
font-family:""Calibri"",""sans-serif"";
}

AF157B81408B44CD8A3B8A85915A6169 div.WordSection1 {
}


An Iphone 4 has been found at the library and was placed in the wrong drawer (not the lost and found). So if you came by looking for your iphone and you were told it wasn’t here it may have actually been here just in the wrong place. Please
 come claim it if it is yours!
Thanks!"
Ride to Indy tomorrow,"I'm looking for a ride to Indianapolis Airport tomorrow, December 18, any time between 10:45 AM and 2:30 PM. Contact me at alvessr@rose-hulman.edu or (909) 833-5376 if you're available or if you know somebody who is. I'll pay for the ride!"
Ride To IND,"​Hey,My flight leaves at 3PM on Saturday from IND. Is anyone willing to give me a ride? I'll pay $20 for gas. Email me at gewirtca@rose-hulman.edu. Thanks!"
Offering Ride to Indy,"​Hey all,I'll be heading up to the Indy airport on Saturday at some point before my flight leaves at 4:30pm.  Will probably get up there at the latest by 2:30pm.  Feel free to email me at dornk@rose-hulman.edu if you need a ride.Thanks,Kevin"
HP Prime Graphing Calculator,​This calculator will do everything that your brian does not.$100 Its barley used
LOST SWEATER HELP!,"​LOST SWEATSHIRT!! HELP PLZ                 I lost my black sweater in the src about a 1-3 weeks ago and havent found it yet, it's a black and has a pineapple on it, in the old apple color scheme.. the brand is akomplice clothing and it's a large I believe. if you find the sweater I would love to have it back... Ill even grant you one free wish… My cell is 812 893 1164Email is hillecn@rose-hulman.edu Thanks, Go Rose​"
Ride to Chicago 3 - Revenge of the Ride,"​Once again, I need a ride home to Chicago for break. I am willing to pay $30-40  for the ride, and I do not need a ride back. I can leave Friday evening or on Saturday morning. I do not have much luggage. For more info, contact dvoraknm@rose-hulman.edu"
Selling induction burner.,"​Hey I'm selling induction burner.I got it yesterday, and I found out I need ceatain types of cookware to use it.so, I want to sell it for cheaper price than I paid for.It was orginally $40, but I'm asking $30.you can see pics and details ......http://www.amazon.com/gp/product/B00KPI2SFM/ref=oh_aui_detailpage_o00_s00?ie=UTF8&psc=1​give me email or text.jungm1@rose-hulman.edu812-223-8973"
Need Ride to Airport,"C1EDBB80A3E1400C9DC2EA118A09038F p.MsoNormal, C1EDBB80A3E1400C9DC2EA118A09038F li.MsoNormal, C1EDBB80A3E1400C9DC2EA118A09038F div.MsoNormal {
margin:0in;
margin-bottom:.0001pt;
font-size:11.0pt;
font-family:""Calibri"",sans-serif;
}

C1EDBB80A3E1400C9DC2EA118A09038F a:link, C1EDBB80A3E1400C9DC2EA118A09038F span.MsoHyperlink {
color:#0563C1;
text-decoration:underline;
}

C1EDBB80A3E1400C9DC2EA118A09038F span.MsoHyperlinkFollowed {
color:#954F72;
text-decoration:underline;
}

C1EDBB80A3E1400C9DC2EA118A09038F span.EmailStyle17 {
font-family:""Calibri"",sans-serif;
color:windowtext;
}

C1EDBB80A3E1400C9DC2EA118A09038F .MsoChpDefault {
font-family:""Calibri"",sans-serif;
}

C1EDBB80A3E1400C9DC2EA118A09038F div.WordSection1 {
}


Hello, 
I am looking for a ride for 2 to the airport on Saturday. Our flight is at 4:10 so the latest we could leave is 2:00. We will each have a small suitcase and a backpack.  If anyone is leaving any time before then on Saturday and has room,
 please let me know at stanlerj@rose-hulman.edu ."
Ride to IND,Hey I am looking for a ride to the airport on Saturday. My flight departs at 3:00 pm. I am willing to pay for gas.  Contact me at longhj@rose-hulman.edu<mailto:longhj@rose-hulman.edu>
LOST: Mechatronics tool kit,"Last seen Friday Afternoon (4pm) in C111​. It's a transparent box with a white lid, and has 2 breadboards, a multimeter, and a bunch of wires, resistors, and other small electronics in it. It also has an ME Dept. barcode on the side with Serial Number ""AA1014"".If anyone somehow ""borrowed"" the kit from Locker 47 in C111, please return it.If found, please contact cartersm@rose-hulman.edu or hickeytm@rose-hulman.edu."
Looking for a ride to Cincinatti tomorrow (Friday),"Hi
everybody,we are three persons looking for a ride to Cincinnati tomorrow on Friday. We have
class until 11:40 a.m., and would be ready to leave the early afternoon. Each one of us
has a relativly large backpack, so we are willing to pay additional money for
this.My
email is: flachss@rose-hulman.edu
For further information just leave me your number, so that I can call you.

Best regards and a great weekend,
Sebastian"
Camera repair help,​Can anyone suggest a camera shop that could repair a 35 mm zoom lens? Or does anyone have a 55-200 zoom lens for sale that would fit a Nikon D5000?Thanks for your help!
Found Power Bank,​A power bank was found in the library. Come to L220 and describe to claim.
Lost: Black flashlight,"I recently lost my flashlight. It's a black Surefire flashlight with an aluminum body, clicky tailcap, and is about 6 inches long. If you find it, please let me know at smolarka@rose-hulman.edu.​Thanks,Kyle"
Found: Lunch Bag,"A lunch bag was found in Olin 157 this morning.Please stop by the CHE Dept Office in O207G to describe and claim.Thanks,Lisa HarwoodCHE Dept Secretary"
Need a Ride to Indy,"​My planned ride fell through and I need a ride to the airport for my flight tonight at 8:05.  would need to leave roughly around 5:30 to get to the airport at the right time so, email me at martinaa@rose-hulman.edu if you think you can help. Thank you."
e-scrap collection,​The Recycle Center will be having a collection of e-scrap on January 5th to January 7th.  Specially marked recycle containers will be located outside the Recycle Center and on the Union patio for your convenience.  Please no televisions.  See attached flyer.   Call Susan Reynolds at X8233 if you have any questions.
Looking for Cat Sitter,"​Hello,I am looking for someone visit Village Quarter to look after my cat over break.  I will pay $40 for someone to feed him, give him fresh water, empty the litter box, and play with him every other day.If you're intersted, please email me at crumpaa@rose-hulman.edu or text me at 651-308-3529.Thanks,Allison Crump"
Lost Wallet,"Guys, a friend of mine lost his  wallet. Unfortunatelly we are going to travel tomorrow and his driver license is in it. If you find any wallet on campus please let me know. Thank you"
Lost Wallet,"​I seem to have lost my wallet, it's brown leather and has a bunch of my IDs in it​If you find it, please call me at 765-720-2331 or text"
Giving ride to Michigan,Last call. leaving for Michigan at 1 or 2 PM. contact me if you need a ride.(716) 544-8003tandoni@rose-hulman.edu
Deep Freeze for Sale,I am selling a 5 cu. ft. deep freezer for $100 OBO. I am needing to get rid of it due to me moving. It works great!! Please contact me at maschmey@rose-hulman.edu or at X8571.​
Stanley China Cabinet For Sale,"​Most of you may know that Stanley doesn't make these cabinets anymore. Take advantage of this opportunity to own a rare piece of Stanley furniture! See attached photo of the cabinet. Does not come with dishware. The cabinet includes bottom storage and built-in display lighting. Asking price is  $600, and we will deliver it to you! Call, email or text me if interested - 812-208-3955. Thanks!"
Yamaha DTXplorer Electronic Drum Kit,"​Check out my listing here: http://cleveland.craigslist.org/msg/4775989186.html​I have the set at home here in Cleveland, but I could bring it back with me after break if anyone is interested. More photos available on request. Contact milluza1@rose-hulman.edu."
Ride From Indy on Monday,"I need a ride from the airport on Monday, January 5th. My flight gets in at 3:25, so any time after that would work. I am happy to pay for gas in exchange for a ride.Thanks!Andrew Piliser"
Ride from Indy Saturday,"​My flight arrives at 10:55 PM on January 3 at IND, and I forgot to arrange a ride already. If you're at the airport around then, let me know! Email alvessr@rose-hulman.edu or call or text (909) 833-5376. I'll pay for the ride!"
Need a ride from Chicago to campus,"​I am looking for a ride back to campus this upcoming Friday, Jan 2. My flight lands at 2:51 PM( CST ) and I will pay for gas expenses. I would much appreciate it if anyone could help me out.  If you PAST chicago at any time after 3pm that day, you can contact me at my cell: 8122366633 and my email is wangc@rose-hulman.edu . Happy New Year!"
Giving ride from Indy Sunday,I will be at Indianapolis airport​ between 10 and 12 Sunday morning if anyone would like a ride back to campus.
Looking for a place to live temporarily?,"​I am looking for someone to sublease my apartment from the spring quarter through the summer; my roommate is looking to do the same from the summer through the fall. We live at Heritage Trail Apartments and are hoping for someone to move in while we aren't at school. We are willing to talk and negotiate on pricing and our place is completely furnished including a comfortable living room with a TV, all kitchen utensils, bed, dresser, etc. The apartment is a 2 bedroom 2 bath, you would have your own bath and room. If interested please contact either myself (chloe.lavelle@rose-hulman.edu, 6316456548) or my roommate alexa.hylas@rose-hulman.edu , 9257861867 ​"
sublet available,"​Hello,I am about to go on co-op this spring and I have one room available to sublet this spring quarter as well as 2 rooms available to sublet this summer. They are the Heritage trail apartments and come fully furnished. Each room has its own bathroom. A garage is available for an extra fee. It comes with access to a dog park, playground, pool, workout room, tennis courts, and basketball courts. If you have any questions or would like to come take a look email me at newellgl@rose-hulman.edu​"
Need a ride from Chicago to campus,"​Sorry for spam again. I am looking for a ride back to campus tomorrow, Jan 2. My flight lands at 2:51 PM( CST ) and I will pay for gas expenses. I would much appreciate it if anyone could help me out.  If you PAST chicago at any time after 3pm that day, you can contact me at my cell: 8122366633 and my email is wangc@rose-hulman.edu . Happy New Year!​"
Need Ride From Indy Airport Sunday,"​Would anyone be willing to offer me a ride back to campus this Sunday 1/4/15? My flight lands at 11:30 am; I will pay for gas expenses. If you are willing to help, you can contact me at my cell (7328562386) or email me at irvingds@rose-hulman.edu. Any help would be much appreciated.Thanks"
Offering rides from Indy on Saturday afternoon.,I'll be heading through Indy on Saturday afternoon around 4pm. The time can be flexible a bit.  I have room for 2 passengers. First come first serve. Asking $10 per person.  Email or text me if you need a ride. (317)589-0707
Destiny for Xbox one and Go-Pro headstrap,"As the title suggests  I am selling Destiny for Xbox one (45$ o.b.o) and a Go-Pro Headstrap (15$). I am posting to you guys before I submit to craigslist on Monday, if your interested feel free to text 9168620644 or email to Goedrilm@rose-hulman.edu. Thank you, sorry for the sharepoint. ​"
Ride From STL to Rose,"DC1C65CE263E4F68B12567F82A6E109E p.MsoNormal, DC1C65CE263E4F68B12567F82A6E109E li.MsoNormal, DC1C65CE263E4F68B12567F82A6E109E div.MsoNormal {
margin:0in;
margin-bottom:.0001pt;
font-size:11.0pt;
font-family:""Calibri"",sans-serif;
}

DC1C65CE263E4F68B12567F82A6E109E a:link, DC1C65CE263E4F68B12567F82A6E109E span.MsoHyperlink {
color:#0563C1;
text-decoration:underline;
}

DC1C65CE263E4F68B12567F82A6E109E span.MsoHyperlinkFollowed {
color:#954F72;
text-decoration:underline;
}

DC1C65CE263E4F68B12567F82A6E109E span.EmailStyle17 {
font-family:""Calibri"",sans-serif;
color:windowtext;
}

DC1C65CE263E4F68B12567F82A6E109E .MsoChpDefault {
font-family:""Calibri"",sans-serif;
}

DC1C65CE263E4F68B12567F82A6E109E div.WordSection1 {
}


I’m looking for a ride to Rose from St. Louis around 5:30pm CST. I’ll help pay for gas!
Email me at woodcj@rose-hulman.edu or text me at 253-592-1680. Thanks!"
Need ride for 2 from Oconomowoc Wisconsin to Rose,"Hello,My roommate and I need a ride back to Rose. If necessary I can meet up in Milwaukee or the like. We have a decent amount of luggage, but not too excessive.We can pay for gas if needed.Curt Lemke, lemkecd@rose-hulman.edu"
Seeking Ride from Indy,"​Hi, I'm looking for a ride from Indy Airport to Rose. My flight gets in at 7pm.  I'm willing to pay for gas and time. Please email me grossbji@rose-hulman.edu if you're heading the same way. :)"
Ride from Indy,"Hi, I need a ride from Indy airport to Rose on Sunday. My flight is scheduled to get in at 6:30, so any time after that is great. My email is gneezyn@rose-hulman.edu​"
Ride from Indy,"​need a ride from Indy airport, my flight lands at 10:45 so anything after that. Email me at martinaa@rose-hulman.edu if you can help."
Ride from Indy Saturday Night,"​Hi! So, I'm still looking for a ride from the airport tonight some time after 10:55 PM, though at this point I'm also looking for rides the next morning. Contact me at alvessr@rose-hulman.edu or (909) 833-5376 if you're available. Thanks!​"
Need a Ride from Indy on Sunday,"Hi, I need a ride from Indy airport on sunday​ after 18:20. I am willing to pay for gas and your time. Please contact me at 812-870-0686 or kurchev@rose-hulman.edu"
Free Ugly Chair(s),"​Free chair to anyone that can pick it up with a truck.Its clean but has a lot of stains, Its comfortable but ugly.The second chair is an office chair that is not ugly but its not very good either.Both chairs are free.They are at heritage trail apts so if you live here you don't need a truck.Thanks"
Need a ride from Indy on Monday,"​Hi all,my flight arrives at 10:30 AM and I need a ride to Terre Haute. I have one big peace of luggage with me and I am willing to pay for the ride!If there is someone, plz contact me:winkelf@rose-hulman.edu347 458 4971Thanks!Felix"
Selling basketball shorts,Selling two pairs of mens basketball shorts (see attachment). Both size mediums and have pockets- $15 each or $25 for both.Let me know if you are interested or have any questions!kaeseer@rose-hulman.eduThanks!
Need Ride from Indy Airport Today (Sunday),"I need a ride from Indy Airport to Rose today (Sunday). My flight lands
at 4pm. I can pay gas money. Please email me at murraymm@rose-hulman.edu."
Thermodynamics Book,"Hi, Seeling Chemical, Biochemical, and Engineering Thermodynamics Sandler last edition for U$$180,00If you are interested please contact patzm@rose-hulman.eduThanks, Sincerely, Matheus Osmar Patz."
Thermodynamics Book,"Hi, Seeling Chemical, Biochemical, and Engineering Thermodynamics Sandler last edition for U$$180,00If you are interested please contact patzm@rose-hulman.eduThanks, Sincerely, Matheus Osmar Patz."
1 minute survey for class project,"​Hi everyone,If you could take 1 minute of your time and fill out this quick survey for an EMGT project, our group would greatly appreciate it. All students, faculty, and staff are welcome to complete this survey.https://docs.google.com/forms/d/1z2Y5e0fwuZI-WWpDcfkGX-y66eG1EtMMoTvk7pVYz6A/viewform?c=0&w=1  Thank you,Sarah Hensley"
Need a ride from Indy airport tomorrow,"Hi, my
flight arrives at 10:30 am tomorrow. and I need a ride to Rose.  I am willing to pay for the ride. Please e-mail or call me:winkelf@rose-hulman.edu
347 458 4971Thanks!Felix"
Need a ride from indy airport,"​Hi, my flight just landed and I am wondering if anyone could give me a ride back to Rose. I am willing to pay for gas and your time. Contact me at kurchev@rose-hulman.edu"
Quick Questions,​Please take this quick survey about your experience with Rose. Thanks! This is for an EMGT project. https://docs.google.com/forms/d/1SV513q0eIOlDyVJ-lQqA27m_Nr8uG-pl01PWK7W_414/viewform?usp=send_form​
Need a ride from Indy,"​Hey, I still need a ride from the airport to Terre Haute. Everything after 11 am would be fine. If there is someone who can help please contact me: winkelf@rose-hulman.edu347 458 4971​Thanks!"
5:30PM YOGA CANCELLED TODAY,THE 5:30 PM YOGA CLASS SCHEDULED FOR TODAY IS CANCELLED.​
CSSE Seminar - Regaining Control of Your Online Privacy,"​
Computer Science and Software Engineering Seminar Regaining Control of Your Online Privacy Sid StammPrincipal Engineer, Security and Privacy,
Mozilla Corporation, andVisiting Assistant Professor of CSSE, Rose-Hulman Wednesday, January 7, 2015, 4:20 PM, Olin 159 It seems like every day there’s a new story on the
news about how yet another company lost personal data of their employees or
customers to hackers.  But it’s not just hackers who want to trade
intricate details of your life.  On the Internet, your data is like gold
to criminals and companies alike.  To make it even more stressful, the
complexity of the online world requires someone to be a privacy expert to make
well-informed decisions about every Facebook or Snapchat sharing
decision.  So how can we make this better? This talk explores Mozilla’s
approach to helping people regain control over their online lives.  The
most effective online safety tools are not purely technological, and it is
becoming evident that we need holistic approaches that consider both the social
and technological implications of the vast Internet ecosystem."
Lost Fitbit,"Hey guys I lost my Fitbit yesterday around 3:30 PM.  It should be somewhere between Blumberg and the SRC parking lot.  It is something like a black wristband and I will include a link to a picture of what it looks like.  If you see it or know where it is, please email me at morschm@rose-hulman.edu.Thank you!http://www.amazon.com/Fitbit-Wireless-Activity-Sleep-Wristband/dp/B00BGO0Q9O/ref=sr_1_1?ie=UTF8&qid=1420498291&sr=8-1&keywords=fitbit+flex​"
Fitbit Found,My fitbit was found.  Thanks to everyone for their help!​
Xbox One Thrustmaster Ferrari 458 Spider Steering Wheel,​I have an Xbox One Thrustmaster Ferrari 458 Spider steering wheel that I don't use. They are $100 new and it has barely been used. Asking $80 obo. Email or text 317-373-9228.​
Samsung sound bar for sale,"I have a used Samsung HW-F450 sound bar for sale. It works great. It does have a few scratches and scuffs, but nothing very noticable. For more info on it:http://www.amazon.com/Samsung-HW-F450-Channel-280-Watt-Soundbar/dp/B00BLX9510​Asking $125 oboEmail or text 317-373-9228"
Ride from Indy airport tomorrow,"​
Hey! We are looking for a ride from Indy airport to Terre
Haute tomorrow morning. We are three people and our flight arrives at 10:35. We
are willing to pay for gas. Please text us 347-458-3539"
Selling induction stove,"I'm selling induction stove. bought last month and tried to use only once.I didn't know I need induction compatiable cookware to use induction stove.I paid 40 but, I'm asking $30. product is in the box as new.​http://www.amazon.com/gp/product/B00KPI2SFM/ref=oh_aui_detailpage_o04_s00?ie=UTF8&psc=1u can text me812-223-8973 orjungm1@rose-hulman.edu"
Motionless in White concert,"Hello guys, There is going to be a Motionless in White concert in Chicago on 27th February, that is the first day of break. I absolutely have to attend it and I wanted to know if anyone out there listens to this band and has a car and would like to go there too. E-mail me at zamanmm@rose-hulman.edu Thanks​"
"CHE Candidate Presentation January 7, 2015 CANCELLED","Please note that the presentation scheduled for tomorrow has been cancelled. When a new date has been set, a new announcement will be sent.Thanks."
Looking for RC Pilot,"​The Design, Build, Fly team is looking for a pilot to fly their first few protoypes and possibly even their competition plane. If you have experience with RC planes please contact ciroccmr@rose-hulman.edu."
My Laptop Charger,"​Sorry for another mail in the inbox. Someone in the last 2 hours unpluged my chrager from my laptop in the ECE area, used it, and then took it with them. I left here at 3:30pm and came back at 4:55pm. If you took my charger, please email me. It has my name on it..."
Linkin Park concert in Indy,"​Sorry for the spam. There will be a Linkin Park concert in Indy at Jan 18th. Since I don't have a car, I'm looking for someone who will go there could offer me a ride. My e-mial is wangc@rose-hulman.edu and my phone number is 8122366633.  Thank you very much if you can help!"
Sublet available,"Hello,I am about to go on co-op this spring and I have one room available to sublet this spring quarter as well as 2 rooms available to sublet this summer. They are the Heritage trail apartments and come fully furnished. Each room has its own bathroom. A garage is available for an extra fee. It comes with access to a dog park, playground, pool, workout room, tennis courts, and basketball courts. If you have any questions or would like to come take a look email me at newellgl@rose-hulman.edu​"
Destiny for Ps4,"0FB4FBFB41A5438B8F6DBDDA6D5C72A1 p.MsoNormal, 0FB4FBFB41A5438B8F6DBDDA6D5C72A1 li.MsoNormal, 0FB4FBFB41A5438B8F6DBDDA6D5C72A1 div.MsoNormal {
margin:0in;
margin-bottom:.0001pt;
font-size:11.0pt;
font-family:""Calibri"",sans-serif;
}

0FB4FBFB41A5438B8F6DBDDA6D5C72A1 a:link, 0FB4FBFB41A5438B8F6DBDDA6D5C72A1 span.MsoHyperlink {
color:#0563C1;
text-decoration:underline;
}

0FB4FBFB41A5438B8F6DBDDA6D5C72A1 span.MsoHyperlinkFollowed {
color:#954F72;
text-decoration:underline;
}

0FB4FBFB41A5438B8F6DBDDA6D5C72A1 span.EmailStyle17 {
font-family:""Calibri"",sans-serif;
color:windowtext;
}

0FB4FBFB41A5438B8F6DBDDA6D5C72A1 .MsoChpDefault {
font-family:""Calibri"",sans-serif;
}

0FB4FBFB41A5438B8F6DBDDA6D5C72A1 div.WordSection1 {
}


I am looking to sell Destiny for ps4. I got it in the ps4 Destiny bundle.  I have never played the game so it is new.  I am asking $45 for it.  Email me at
laeschjs@rose-hulman.edu ."
Beats Headphones for sale,"B4AA44D76B5749B2BCE2E0251DB462CC p.MsoNormal, B4AA44D76B5749B2BCE2E0251DB462CC li.MsoNormal, B4AA44D76B5749B2BCE2E0251DB462CC div.MsoNormal {
margin:0in;
margin-bottom:.0001pt;
font-size:11.0pt;
font-family:""Calibri"",sans-serif;
}

B4AA44D76B5749B2BCE2E0251DB462CC a:link, B4AA44D76B5749B2BCE2E0251DB462CC span.MsoHyperlink {
color:#0563C1;
text-decoration:underline;
}

B4AA44D76B5749B2BCE2E0251DB462CC span.MsoHyperlinkFollowed {
color:#954F72;
text-decoration:underline;
}

B4AA44D76B5749B2BCE2E0251DB462CC span.EmailStyle17 {
font-family:""Calibri"",sans-serif;
color:windowtext;
}

B4AA44D76B5749B2BCE2E0251DB462CC .MsoChpDefault {
font-family:""Calibri"",sans-serif;
}

B4AA44D76B5749B2BCE2E0251DB462CC div.WordSection1 {
}


I have a pair of used Beats Studio headphones for sale. It’s in a good condition. I have used it for one and half years. Now I only sale it for $150. If you are interested in it, please reply this email to shenc2@rose-hulam.edu."
Beats studio for 149,
Beats for 148,I will beatbox for you for $148.Contact me at kangs@rose-hulman.edu​ if interested.
Beets for $147,"​Selling a bushel of ripe, red beets for $147. Great for salads and stews.Email me at latimeja@rose-hulman.edu for more info.(Do I hear $146?)"
Beats for $146,"​Beat software for you to make sick beats, 146$ !Contact Casey at mihalcm@rose-hulman.edu for more information"
Beats for 145$,"Beating somebody up for 145$. Quick and easy business, many years in trade."
Selling XBox,​selling my xbox with a few games and two controllers. $100. works fine just dont play it anymore
Selling XBox,​selling my xbox with a few games and two controllers. $100. works fine just dont play it anymore. knollse@@rose-hulman.edu
Far Cry 4 PC for $50,"8464BD905EEA41D58FB435EEC8685E5F p.MsoNormal, 8464BD905EEA41D58FB435EEC8685E5F li.MsoNormal, 8464BD905EEA41D58FB435EEC8685E5F div.MsoNormal {
margin:0in;
margin-bottom:.0001pt;
font-size:11.0pt;
font-family:""Calibri"",sans-serif;
}

8464BD905EEA41D58FB435EEC8685E5F a:link, 8464BD905EEA41D58FB435EEC8685E5F span.MsoHyperlink {
color:#0563C1;
text-decoration:underline;
}

8464BD905EEA41D58FB435EEC8685E5F span.MsoHyperlinkFollowed {
color:#954F72;
text-decoration:underline;
}

8464BD905EEA41D58FB435EEC8685E5F span.EmailStyle17 {
font-family:""Calibri"",sans-serif;
color:windowtext;
}

8464BD905EEA41D58FB435EEC8685E5F .MsoChpDefault {
font-family:""Calibri"",sans-serif;
}

8464BD905EEA41D58FB435EEC8685E5F div.WordSection1 {
}


Far Cry 4 for PC. Im selling it for $50 email me if interested."
Lost Peacoat,I believe I left my peacoat in an Olin classroom on monday. If found please text/call 224-639-2704.
Moodle learning opportunity – Starts Jan 11,"​Moodle learning opportunity – Starts Jan 11 - Below is a link to a free, super simple, 4-week online course on Moodle, taught by two Moodle experts who are fun and enjoyable to work with.  https://learn.moodle.net/Michelle Mentzer"
Rose-Hulman Catholic Mass,On behalf of St. Joseph University Parish Campus Ministry​Catholic Mass will be held Saturday 1/10/15 in the White Chapel at 7:00 PM.
Lost black sequin ear muffs,"​Lost black sequin ear muffs-they are the bendy twist kind and say ""degrees"" on them. Lost somewhere in the Academic buildings. If found please email me burristm@rose-hulman.edu Thank you,TaelarCM2834​"
Lost Wallet in Olin,"​I dropped my wallet on campus, most likely during class
while taking notes. If anyone has found it please contact me. 
Justin
P. CastelinoCell:203-470-7355CM:2965castelj@rose-hulman.edu"
Lost scarf,"​Hello campus,    I lost my scarf and until now i cant find it at nowhere. It is a black and grey mixed scarf with some sort of logo on it. Please let me know if you see it somewhere. It can be really hard for me to get through the winter at rose without it...​  Early thanks to your help~~~"
Selling blacklights!,"4ft blacklights with fixtures. $20 each, I have four available. Email me at brownmr@rose-hulman.edu if interested!"
Calculator Found,"A calculator was found in the Math Libary/Student Lounge area.  Please stop the Math Office G205 to describe/claim.Thanks,Michelle"
Free Loveseat,"My roommates and I are replacing our yellow loveseat​...one of the cushions has a tear but if you cover it up with a blanket it's still pretty comfortable and looks fine. Need to get rid of it today,Email me at akerra@rose-hulman.edu"
Loveseat claimed,​The loveseat has been claimed. Thanks.
Hamilton Beach Blender for sale,"​Heyo guys, I got a new blender for christmas, so I'm selling my old one. It's a Hamilton Beach Scovill Blender with a 6 cup capacity  plastic pitcher. The  entire unit is in good condition with a few spots of rust around the top of the base and its missing 3 of the 4 anti-slip pads on the bottom. The cord length is  just over 2 feet. Note that this blender's pitcher doesn't detach from its base and blade, so putting it in a dishwasher isn't advised.I'm asking for $10, 3 CS:GO keys, or a Gamecube controller (no wavebirds) for the unit, your choice."
Mini Refrigerator Freezer for sale,"​I have a Mini half refrigerator half freezer for sale.  It is in great condition and has only been used for one semester.  Asking $350 obo.  If you would like to see picutres, just shoot me an email and I can sent you them.Thanks,​Shad Brattainbrattas@rose-hulman.edu"
Looking for ride from Indy,"Hey guys, I'm looking for a ride to Rose from Indy Airport on Tuesday Jan, ​11th at 11pm. Will pay for the ride. Email me at : lina@rose-hulman.edu"
Looking for ride from Inday *CORRECTION*,"Hey, I meant to say Tuesday, Jan 13th at 10:30pm​Thanks"
12:15p Exercise Class Cancelled Today,"​The 12:15p exercise class, HIIT to be FIT, is cancelled today.  The following classes are still on the schedule for today in the Sports and Recreation Center:11:45a  Self Made ABS5:30p Yoga"
Mr. Rose Ticket Sales! Right now! Union! 4th-7th,​Mr. Rose tickets are on sale int he Union this week from 4th hour through 7th. Mr. Rose is a male pagent for Rose-Hulman students by Alpha Omicron Pi. All of the proceeds go to the Arthritis Foundation. It's a great cause and a great time for everyone that comes!Mr. Rose will be in Hatfield Hall Jan 16th. Doors open at 7 pmTicket prices:Group of 1-4: $5 a personGroup of 5-9: $4 a personGroup of 10+:$3 a person
United Campus Ministry Food Pantry available to RHIT students,"​United Campus Ministries located at 321 N. 7th Street, Terre Haute INhas a food pantry that is available to Rose-Hulman students http://www.thunitedcampusministries.org/food-pantry.html​ The pantry is open on Wednesdays 11 am - 1 pm and 5- 7 pm.  Student must have a valide current student ID"
Coat mix up,"I realized today that my medium-sized black Eddie Bauer coat got swapped with someone else's. The one I have is large and tall, and had a few items in the pockets. Please contact me at smolarka@rose-hulman.edu if you have my coat so we can trade back.​"
Bluegreen vacation points for sale,"​I have 4,000 Bluegreen vacation points for sale. These points can be added to a current account or you can become a new vacation owner. Asking $2,000. Please contact me if you would like additional information."
Lost Gloves and Hat,"Hello, I lost my grey/red gloves and black hat today in Moench A-219. If you have found them, please return them to me, I would be sincerely appreciate it.Text me or call me- (574)-387-9051or email me- SnyderAB@Rose-Hulman.edu​"
Lost Gloves and Hat,"Hello, I lost my grey/red gloves and black hat today in Moench A-219. If you have found them, please return them to me, I would be sincerely appreciate it.Text me or call me- (574)-387-9051or email me- SnyderAB@Rose-Hulman.edu​"
Lost Leather Gloves,"I believe ​that I put down my leather gloves in front of Moench B-108B. Once I realized I had left them their and got back, they were gone.If anyone has seen them I would greatly appreciate their return., and you can email me at whitehts@rose-hulman.edu .Thank you"
Selling PS3,"I recently came into possession of a PS3 in excellent condition, but I don't have need for the system.​Contact me if you would like to buy it. I'm asking $150 for the system and $25 for the controller. Send me an offer and we'll see what we can do"
